"","X","FID","Field1","Species","Method","latitude","longitude","Month","Day","Week","Year","Date","Time","source","FID_allNY1","FID_allNY_10km","duplicate"
"1154",2350,1310,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,20,37,2017,"9/20/2017","11:29:49.000Z","one-off",12067,12068,FALSE
"1155",2351,545,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,15,19,2018,"5/15/2018","13:02:23.000Z","one-off",12080,12081,FALSE
"1157",2353,1581,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,5,1,17,2017,"5/1/2017","18:36:52.000Z"," ",12099,12100,FALSE
"1158",2354,1189,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,10,3,39,2017,"10/3/2017","22:13:05.000Z","one-off",12154,12155,FALSE
"1159",2355,629,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,6,14,23,2017,"6/14/2017","20:21:34.000Z","one-off",12156,12157,FALSE
"1160",2356,644,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,6,29,25,2017,"6/29/2017","15:01:54.000Z","one-off",12156,12157,FALSE
"1162",2358,1569,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,15,14,2017,"4/15/2017","15:52:25.000Z","one-off",12192,12193,FALSE
"1163",2359,1526,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","23:02:54.000Z","one-off",12192,12193,FALSE
"1164",2362,1407,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,31,21,2018,"5/31/2018","03:20:52.000Z","one-off",12237,12238,FALSE
"1165",2363,1399,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,2,21,2018,"6/2/2018","15:02:20.000Z","one-off",12262,12263,FALSE
"1166",2364,463,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:50:05.000Z","one-off",12289,12290,FALSE
"1168",2366,1968,0,"Ursus arctos","iSeeMammals",41.80917,-74.41485,9,25,38,2017,"9/25/2017","23:59:04.578Z","one-off",12343,12344,FALSE
"1169",2367,637,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,6,22,24,2017,"6/22/2017","17:01:10.000Z"," ",12357,12358,FALSE
"1170",2368,1028,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,25,38,2017,"9/25/2017","21:04:50.000Z","hike",12359,12360,FALSE
"1171",2370,1048,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","22:50:46.000Z","hike",12359,12360,FALSE
"1172",2375,365,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,7,10,27,2017,"7/10/2017","13:57:00.000Z"," ",12378,12379,FALSE
"1173",2376,100,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,4,30,17,2017,"4/30/2017","23:21:00.000Z","camera",12378,12379,FALSE
"1174",2380,318,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,21,20,2017,"5/21/2017","22:50:00.000Z","camera",12378,12379,FALSE
"1175",2384,209,0,"Ursus arctos","iSeeMammals",41.18604,-74.09248,6,21,24,2017,"6/21/2017","17:52:00.000Z","camera",12378,12379,FALSE
"1176",2385,301,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,13,23,2017,"6/13/2017","12:24:00.000Z","camera",12378,12379,FALSE
"1177",2393,322,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,4,22,2017,"6/4/2017","02:19:00.000Z","camera",12378,12379,FALSE
"1178",2395,325,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,2,21,2017,"6/2/2017","00:09:00.000Z","camera",12378,12379,FALSE
"1179",2409,339,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,27,25,2017,"6/27/2017","09:45:00.000Z","camera",12378,12379,FALSE
"1180",2433,187,0,"Ursus arctos","iSeeMammals",41.1854,-74.16035,8,21,33,2017,"8/21/2017","12:20:00.000Z","camera",12378,12379,FALSE
"1181",2438,164,0,"Ursus arctos","iSeeMammals",41.18082,-74.10553,9,8,35,2018,"9/8/2018","15:41:00.000Z","camera",12378,12379,FALSE
"1183",2440,1383,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,2,21,2018,"6/2/2018","15:02:17.000Z"," ",12432,12433,FALSE
"1184",2441,1008,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:36:18.000Z"," ",12471,12472,FALSE
"1185",2442,1021,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:38:23.000Z","one-off",12491,12492,FALSE
"1186",2443,2348,0,"Ursus arctos","iSeeMammals",42.23437,-74.32967,6,8,22,2018,"6/8/2018","18:49:28.663Z","one-off",12501,12502,FALSE
"1187",2444,595,0,"Ursus arctos","iSeeMammals",41.18998,-74.08103,11,12,45,2018,"11/12/2018","00:49:54.000Z"," ",12516,12517,FALSE
"1189",2446,280,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,20,37,2017,"9/20/2017","22:11:29.000Z","one-off",12609,12610,FALSE
"1190",2450,579,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,8,28,34,2018,"8/28/2018","00:00:34.000Z","one-off",12652,12653,FALSE
"1191",2451,1380,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,1,21,2018,"6/1/2018","16:28:07.000Z","one-off",12697,12698,FALSE
"1192",2454,1373,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,9,22,2018,"6/9/2018","11:56:45.000Z","one-off",12716,12717,FALSE
"1193",2455,1107,0,"Ursus arctos","iSeeMammals",41.22838,-74.09261,9,28,38,2018,"9/28/2018","11:55:47.000Z","one-off",12788,12789,FALSE
"1194",2456,1360,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,27,20,2018,"5/27/2018","21:27:33.000Z","one-off",12792,12793,FALSE
"1195",2458,1372,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,7,22,2018,"6/7/2018","22:56:48.000Z","one-off",12792,12793,FALSE
"1196",2459,468,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,8,13,2018,"4/8/2018","23:39:12.000Z","one-off",12825,12826,FALSE
"1197",2463,472,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,9,14,2018,"4/9/2018","23:21:13.000Z","one-off",12825,12826,FALSE
"1198",2475,1084,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","16:12:03.000Z","one-off",12834,12835,FALSE
"1199",2476,417,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:49:27.000Z"," ",12861,12862,FALSE
"1200",2477,426,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:46.000Z"," ",12861,12862,FALSE
"1201",2478,415,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z"," ",12873,12874,FALSE
"1202",2479,1063,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","23:00:48.000Z","one-off",12897,12898,FALSE
"1203",2480,82,0,"Ursus arctos","iSeeMammals",41.16797,-73.68642,7,8,26,2018,"7/8/2018","17:00:01.000Z"," ",12916,12917,FALSE
"1204",2481,99,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,4,30,17,2017,"4/30/2017","23:21:00.000Z","one-off",12916,12917,FALSE
"1205",2482,364,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,7,10,27,2017,"7/10/2017","13:57:00.000Z","one-off",12916,12917,FALSE
"1206",2483,1259,0,"Ursus arctos","iSeeMammals",41.25161,-74.06776,5,11,18,2018,"5/11/2018","11:33:59.000Z"," ",12943,12944,FALSE
"1211",2490,2479,90284,"Ursus arctos","emammal_d35847d35847s8",42.4124,-77.3039,11,1,43,2017,"11/1/2017"," "," ",3633,3634,FALSE
"1229",2508,2680,70815,"Ursus arctos","Flickr_27766214341",43.08702,-77.67881,6,22,24,2016,"6/22/2016"," ","one-off",944,945,FALSE
